,title,overview,original_language,release_date,popularity,vote_count,vote_average
2894,Immortals,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",en,2011-11-10,25.949,2180,5.9
2895,The Last King,"Norway, 1204. A civil war between the birkebeiners —the king's men— and the baglers —supporters of the Norwegian aristocracy and the Church— ravages the country. Two men must protect a baby, the illegitimate son of King Håkon, who will be the future king and peacemaker, from those who want to kill him.",no,2016-02-12,26.201,203,5.7
2896,The Wind Rises,"A lifelong love of flight inspires Japanese aviation engineer Jiro Horikoshi, whose storied career includes the creation of the A-6M World War II fighter plane.",ja,2013-07-20,29.447,2356,7.8
2897,Framed by My Husband,"A woman agrees to help her husband pay off an extortionist, but when the blackmailer is murdered she becomes the prime suspect, and discovers that the man she married has been leading a deadly double life.",en,2021-07-10,31.97,8,5.0
2898,Deinfluencer,"An influential cheerleader finds herself held captive by a masked psychopath with a God complex. She must complete a series of sadistic social media challenges to save her life and the lives of her fellow captives. However, the masked kidnapper has a secret agenda for his most recent victim.",en,2022-10-01,43.697,1,6.0
2899,His House,"After making a harrowing escape from war-torn South Sudan, a young refugee couple struggle to adjust to their new life in a small English town that has an unspeakable evil lurking beneath the surface.",en,2020-01-27,28.7,852,6.5
2900,Time Trap,A group of students become trapped inside a mysterious cave where they discover time passes differently underground than on the surface.,en,2017-05-19,32.537,832,6.1
2901,One Piece: Romance Dawn Story,"The Straw Hat Pirates send Luffy to look for food in the Mini Merry II, only for Luffy to get lost and deviate from the path. Then he meets Galley's ship, a pirate. Meanwhile on an island, they realize that Galley's pirate ship is approaching, and a young girl named Silk decides to fight to protect her treasure.",ja,2008-11-24,27.9,24,6.1
2902,Leprechaun Returns,A group of unwitting sorority sisters accidentally awaken the serial-killing Leprechaun after they build a sorority house on his hunting grounds.,en,2018-12-11,29.19,283,6.0
2903,The Day,"Open war against humanity rages. For five survivors – lost and on the run – the pursuit is relentless, the bullets are dwindling and the battle is everywhere. This is a 24-hour look into their lives.",en,2011-09-15,33.681,211,5.2
2904,American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",en,1998-07-01,30.478,9925,8.4
2905,The Hustle,"Two female scam artists, one low rent and the other high class, compete to swindle a naïve tech prodigy out of his fortune. A remake of the 1988 comedy ""Dirty Rotten Scoundrels.""",en,2019-05-09,36.841,2153,6.2
2906,8-Bit Christmas,"In suburban Chicago during the late 1980s, ten-year-old Jake Doyle embarks on a herculean quest to get the latest and greatest video game system for Christmas.",en,2021-11-24,26.982,241,6.5
2907,My Brother's Wife 2,A film about what happens when a man who is in debt and caught by Gundal becomes the wife's bodyguard.,ko,2016-08-31,19.493,2,3.5
2908,Wyatt Earp,"Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's.",en,1994-06-24,18.702,682,6.8
2909,Life,Two men in 1930s Mississippi become friends after being sentenced to life in prison together for a crime they did not commit.,en,1999-04-16,18.701,632,6.6
2910,Daughters of Eve,"In the remote countryside of Ilongo, various women are sexually abused by local men. Two sisters meet Simon, the most attractive man in the village, and fight over him - one constantly haunted by Catholic dogma because of the abuse she suffered previously.",tl,1985-02-07,43.632,11,5.5
2911,Tombstone,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",en,1993-12-25,31.923,1646,7.6
2912,Three Wishes for Cinderella,"Norwegian remake of the 1973 Czech film ""Three Wishes for Cinderella"" by Václav Vorlícek.  Since her father's death, Cinderella lives with her cruel stepmother and spoiled stepsister, who treat her like a servant in her own house. During one of her daily escapes to the forest, Cinderella prevents a couple of men from hunting, amongst them the handsome Prince of the kingdom. Cinderella and the Prince immediately feel attracted to each other, but he is expected to find a suitable bride at the next royal ball, which Cinderella is not allowed to attend. Equipped with a great deal of courage and empowered by her three magical acorns, she decides to stand up for herself and determine her own fate. Will she be able to break free from her stepmother's tyranny and find true love?",no,2021-11-12,27.867,38,6.0
2913,Police Academy,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",en,1984-03-22,28.872,2189,6.6
2914,Planet 51,"When Earth astronaut Capt. Chuck Baker arrives on Planet 51 -- a world reminiscent of American suburbia circa 1950 -- he tries to avoid capture, recover his spaceship and make it home safely, all with the help of an empathetic little green being.",en,2009-11-19,25.424,1748,5.8
2915,Castle Freak,"After she’s permanently blinded in a tragic car accident, Rebecca receives some bizarre news: her long-lost mother has recently passed away, leaving her their family’s ancestral castle in rural Albania. Traveling to the estate with a group of friends, Rebecca hopes it will be an opportunity for her to reconnect with a past she never knew and a mother who seemingly left her behind. When mysterious events begin to occur and her friends begin to die, Rebecca must unravel the secrets of her family’s history before she too falls prey to the Castle Freak.",en,2020-12-04,18.68,47,4.7
2916,The Boy Who Harnessed the Wind,"Against all the odds, a thirteen year old boy in Malawi invents an unconventional way to save his family and village from famine.",en,2019-02-14,40.883,1351,7.9
2917,Blood Money,"In South Africa, a young man living with his wife becomes embroiled in an illegal diamond business and with time finds his life changing.",hi,2012-03-31,25.882,7,6.1
2918,Escape Room,Four friends who partake in a popular Los Angeles escape room find themselves stuck with a demonically possessed killer. They have less than an hour to solve the puzzles needed to escape the room alive.,en,2017-08-31,25.927,176,4.9
